STATE,CONSTITUENCY,CANDIDATE,PARTY,VOTES
KARNATAKA,KOPPAL,SIDDARAMAPPA BHARAMAPPA DODDAMANI (KAVALUR),INDEPENDENT,672
KARNATAKA,KOPPAL,HANUMESH. G. MYAGALAMANI,COMMUNIST PARTY OF INDIA (MARXIST-LENINIST) RED STAR,602
KARNATAKA,KOPPAL,SANJAY,INDEPENDENT,561
KARNATAKA,KOPPAL,PAMPAPATI. RATI,INDEPENDENT,515
KARNATAKA,KOPPAL,SURESHGOUDA SOMANAGOUDA PATIL,INDEPENDENT,359
KARNATAKA,KOPPAL,HADAPAD MALLIKARJUNA NIJAGUNAPPA,INDEPENDENT,253
KARNATAKA,KOPPAL,NONE OF THE ABOVE,NONE OF THE ABOVE,1454
KARNATAKA,YELBURGA,ACHAR HALAPPA BASAPPA,BHARATIYA JANATA PARTY,79072
KARNATAKA,YELBURGA,BASAVARAJ RAYAREDDI,INDIAN NATIONAL CONGRESS,65754
KARNATAKA,YELBURGA,VEERANAGOUDA POLICE PATIL BALLUTAGI,JANATA DAL (SECULAR),14591
KARNATAKA,YELBURGA,ANNADANARAJA AYYANAGOUDA NADAGOUDA,JANAHITHA PAKSHA,913
KARNATAKA,YELBURGA,RAHAMANSAB S MANGALORE,INDEPENDENT,739
KARNATAKA,YELBURGA,V SADASHIVARAO,INDEPENDENT,617
KARNATAKA,YELBURGA,ALLABHAXI FAKRUDDINSAB KUKANOOR,ALL INDIA MAHILA EMPOWERMENT PARTY,424
KARNATAKA,YELBURGA,NINGAPPA BALAPPA,INDEPENDENT,343
KARNATAKA,YELBURGA,SHARANABASAPPA KALLAPPA DAANAKAI,SHIVSENA,288
KARNATAKA,YELBURGA,NAVEEN HOSAPETI,INDEPENDENT,230
KARNATAKA,YELBURGA,ZAKIRHUSAIN HUSAINSAB,INDEPENDENT,186
KARNATAKA,YELBURGA,NONE OF THE ABOVE,NONE OF THE ABOVE,1510
KARNATAKA,GANGAWATI,PARANNA ESHWARAPPA MUNAVALLI,BHARATIYA JANATA PARTY,67617
KARNATAKA,GANGAWATI,IQBAL ANSARI,INDIAN NATIONAL CONGRESS,59644
KARNATAKA,GANGAWATI,KARIYANNA SANGATI,JANATA DAL (SECULAR),14161
KARNATAKA,GANGAWATI,G NAGARAJ,COMMUNIST PARTY OF INDIA (MARXIST),1045
KARNATAKA,GANGAWATI,BHARADWAJ,COMMUNIST PARTY OF INDIA (MARXIST-LENINIST) (LIBERATION),758
KARNATAKA,GANGAWATI,TALURI PRASAD,INDEPENDENT,578
KARNATAKA,GANGAWATI,ALAM M.N,INDEPENDENT,500
KARNATAKA,GANGAWATI,SHARANAPPA SAJJIHOLA,AAM AADMI PARTY,407
KARNATAKA,GANGAWATI,JOGIN RAMESH NAYAK,INDEPENDENT,359
KARNATAKA,GANGAWATI,FATHIMA RAJABAKSHI,INDEPENDENT,282
KARNATAKA,GANGAWATI,DIGAMBARRAO ANANTHRAO AMBA,INDEPENDENT,161
KARNATAKA,GANGAWATI,SY JARINA SY MUKARAMRAZA,INDEPENDENT,146
KARNATAKA,GANGAWATI,NONE OF THE ABOVE,NONE OF THE ABOVE,1615
KARNATAKA,KANAKAGIRI,BASAVARAJ DADESUGUR,BHARATIYA JANATA PARTY,87735
KARNATAKA,KANAKAGIRI,SHIVARAJ SANGAPPA TANGADAGI,INDIAN NATIONAL CONGRESS,73510
KARNATAKA,KANAKAGIRI,MANJULA RAVIKUMAR,JANATA DAL (SECULAR),1464
KARNATAKA,KANAKAGIRI,KENCHAPPA HIREKHEDA,COMMUNIST PARTY OF INDIA (MARXIST-LENINIST) (LIBERATION),843
KARNATAKA,KANAKAGIRI,DR. M P DARKESWARAIAH,INDEPENDENT,686
KARNATAKA,KANAKAGIRI,RAMESH CHANNADASAR,INDEPENDENT,572
KARNATAKA,KANAKAGIRI,MUKKANNA RAMACHANDRAPPA NAIK,ALL INDIA MAHILA EMPOWERMENT PARTY,443
KARNATAKA,KANAKAGIRI,K ERANNA,INDEPENDENT,273
KARNATAKA,KANAKAGIRI,KOTI RAMESH,JANAHITHA PAKSHA,160
KARNATAKA,KANAKAGIRI,K H HULAGANNA,SARVA JANATA PARTY,143
KARNATAKA,KANAKAGIRI,NONE OF THE ABOVE,NONE OF THE ABOVE,1676
KARNATAKA,KUSHTAGI,AMAREGOUDA LINGANAGOUDA PATIL BAYYAPUR,INDIAN NATIONAL CONGRESS,87567
KARNATAKA,KUSHTAGI,DODDANAGOUDA HANAMAGOUDA PATIL,BHARATIYA JANATA PARTY,69536
KARNATAKA,KUSHTAGI,H.C.NEERAVARI,JANATA DAL (SECULAR),4002
KARNATAKA,KUSHTAGI,VAZEER B GONAL,INDEPENDENT,1152
KARNATAKA,KUSHTAGI,RAMANAGOUDA MALIPATIL,INDEPENDENT,553
KARNATAKA,KUSHTAGI,MANJULA MARIYAPPA MADIVAL,INDIAN NEW CONGRESS PARTY,492
KARNATAKA,KUSHTAGI,BALRAJ YADAV,INDEPENDENT,335
KARNATAKA,KUSHTAGI,YALLANAGOUDA,RASHTRIYA JANSAMBHAVNA PARTY,303
KARNATAKA,KUSHTAGI,SHIVAREDDY SAHEBGOUDA,HINDUSTAN JANTA PARTY,249
KARNATAKA,KUSHTAGI,NONE OF THE ABOVE,NONE OF THE ABOVE,1867
KARNATAKA,MASKI,PRATAPGOUDA PATIL,INDIAN NATIONAL CONGRESS,60387
KARNATAKA,MASKI,BASANAGOWDA-TURVIHAL,BHARATIYA JANATA PARTY,60174
KARNATAKA,MASKI,RAJASOMANATH NAYAK,JANATA DAL (SECULAR),11392
KARNATAKA,MASKI,BASAVANAGAUD,INDEPENDENT,983
KARNATAKA,MASKI,BABU NAYAK,ALL INDIA MAHILA EMPOWERMENT PARTY,910
KARNATAKA,MASKI,AMARESH MATUR,INDEPENDENT,821
KARNATAKA,MASKI,NONE OF THE ABOVE,NONE OF THE ABOVE,2049
KARNATAKA,SINDHANUR,VENKATRAO NADAGOUDA,JANATA DAL (SECULAR),71514
KARNATAKA,SINDHANUR,BADARLI HAMPANGOUDA,INDIAN NATIONAL CONGRESS,69917
KARNATAKA,SINDHANUR,KOLLA SHESHAGIRIRAO,BHARATIYA JANATA PARTY,14795
KARNATAKA,SINDHANUR,DR.JALALUDDIN AKBAR,JANATA DAL (UNITED),1240
KARNATAKA,SINDHANUR,SURESH GOUDA MUNDINAMANE,INDEPENDENT,794
KARNATAKA,SINDHANUR,NANA SAHUKAR ATTAR,INDEPENDENT,709
KARNATAKA,SINDHANUR,SHIVALINGA KODLI,INDEPENDENT,546
KARNATAKA,SINDHANUR,HANUMANTHAPPA UPPAR,INDEPENDENT,333
KARNATAKA,SINDHANUR,SHANTAPPA,INDEPENDENT,312
KARNATAKA,SINDHANUR,M.M.ANANDA KUMAR,INDEPENDENT,307
KARNATAKA,SINDHANUR,BASAVANAGOUDA,SAMANYA JANATHA PARTY (LOKTANTRIK),305
KARNATAKA,SINDHANUR,YANKAYYA SHETTY,NAMMA CONGRESS,268
KARNATAKA,SINDHANUR,LAKSHMI DEVI BETTAN GOWDA,ALL INDIA MAHILA EMPOWERMENT PARTY,243
KARNATAKA,SINDHANUR,SHARIFSAB DODDAMANI,INDEPENDENT,219
KARNATAKA,SINDHANUR,CHANNABASAYYA SWAMY C.B.,INDEPENDENT,218
KARNATAKA,SINDHANUR,RAMANNA EARALAGADDI,INDEPENDENT,201
KARNATAKA,SINDHANUR,SHABBIR,KARNATAKA JANTHA PAKSHA,199
KARNATAKA,SINDHANUR,NONE OF THE ABOVE,NONE OF THE ABOVE,1344
KARNATAKA,LINGSUGUR,D. S. HOOLAGERI,INDIAN NATIONAL CONGRESS,54230
KARNATAKA,LINGSUGUR,BANDI.SIDDU,JANATA DAL (SECULAR),49284
KARNATAKA,LINGSUGUR,MANAPPA D VAJJAL,BHARATIYA JANATA PARTY,47385
KARNATAKA,LINGSUGUR,R MANASAYYA,COMMUNIST PARTY OF INDIA (MARXIST-LENINIST) RED STAR,2334
KARNATAKA,LINGSUGUR,A BALASWAMY KODLI,INDEPENDENT,2056
KARNATAKA,LINGSUGUR,HANUMANTA KAREKALLU,INDIAN NEW CONGRESS PARTY,1627
KARNATAKA,LINGSUGUR,SOMALINGA DUBARI,INDEPENDENT,1359
KARNATAKA,LINGSUGUR,SHIVAPUTRA CHALUVADI,INDEPENDENT,1301
KARNATAKA,LINGSUGUR,SHRINIVAS BHOVI,INDEPENDENT,1221
KARNATAKA,LINGSUGUR,NAGARAJ MOTI,INDEPENDENT,657
KARNATAKA,LINGSUGUR,HONNAPPA,ALL INDIA MAHILA EMPOWERMENT PARTY,621
KARNATAKA,LINGSUGUR,NONE OF THE ABOVE,NONE OF THE ABOVE,2074
KARNATAKA,DEVADURGA,SHIVANA GOUDA NAYAK,BHARATIYA JANATA PARTY,67003
KARNATAKA,DEVADURGA,A RAJASHEKAR NAYAK,INDIAN NATIONAL CONGRESS,45958
KARNATAKA,DEVADURGA,KAREMMA,INDEPENDENT,25226
KARNATAKA,DEVADURGA,ARKERA VENKATESH PUJARI,JANATA DAL (SECULAR),7137
KARNATAKA,DEVADURGA,MAMITHA SIDDAYYATATA GURUVINA,INDEPENDENT,6391
KARNATAKA,DEVADURGA,SHIVARAJ DORE,ALL INDIA MAHILA EMPOWERMENT PARTY,2179
KARNATAKA,DEVADURGA,NARASANNAGOUDA HOSAMANI,INDEPENDENT,1543
KARNATAKA,DEVADURGA,NONE OF THE ABOVE,NONE OF THE ABOVE,1932
KARNATAKA,MANVI,RAJA VENKATAPPA NAYAK,JANATA DAL (SECULAR),53548
KARNATAKA,MANVI,DR TANUSREE @ PREETI,INDEPENDENT,37733
KARNATAKA,MANVI,SHARANAPPA K GUDADINNI,BHARATIYA JANATA PARTY,30250
KARNATAKA,MANVI,G HAMPAYYA NAYAK,INDIAN NATIONAL CONGRESS,28177
KARNATAKA,MANVI,KRISHNA NAYAK,ALL INDIA MAHILA EMPOWERMENT PARTY,1240
KARNATAKA,MANVI,R.MUDUKAPPA NAYAK,INDEPENDENT,1235
KARNATAKA,MANVI,NONE OF THE ABOVE,NONE OF THE ABOVE,1870
KARNATAKA,RAICHUR,DR. SHIVARAJ PATIL,BHARATIYA JANATA PARTY,56511
KARNATAKA,RAICHUR,SYED YASEEN,INDIAN NATIONAL CONGRESS,45520
KARNATAKA,RAICHUR,MAHANTESH PATIL,JANATA DAL (SECULAR),7796
KARNATAKA,RAICHUR,E ANJANEYA,INDEPENDENT,5701
KARNATAKA,RAICHUR,SYED MASOOM,INDEPENDENT,1290
KARNATAKA,RAICHUR,KAVITHA G H,INDEPENDENT,778
KARNATAKA,RAICHUR,SRIHARI S,NATIONALIST CONGRESS PARTY,662
KARNATAKA,RAICHUR,EARESH KUMAR,INDEPENDENT,647
KARNATAKA,RAICHUR,CHAND PASHA,INDIAN NEW CONGRESS PARTY,478
KARNATAKA,RAICHUR,JAYABHEEMA,INDEPENDENT,477
KARNATAKA,RAICHUR,ANJANAYYA AYYALAPPA,INDEPENDENT,371
KARNATAKA,RAICHUR,RAJACHANDRA RAMANGOUDA,SHIVSENA,342
KARNATAKA,RAICHUR,NOOR MOHAMMED,INDEPENDENT,312
KARNATAKA,RAICHUR,CHANNAPPA GOUDA ALKOD,INDEPENDENT,293
KARNATAKA,RAICHUR,MAHEBUB,AAM AADMI PARTY,282
KARNATAKA,RAICHUR,SRINIVAS,JANAHITHA PAKSHA,279
KARNATAKA,RAICHUR,SYED BASHA QHADRI,INDEPENDENT,240
KARNATAKA,RAICHUR,INDRAMMA,INDEPENDENT,226
KARNATAKA,RAICHUR,MOHAMMED JAMEEL AHMAD,ALL INDIA MAHILA EMPOWERMENT PARTY,199
KARNATAKA,RAICHUR,BHANDARI VEERANNA SETTY,INDEPENDENT,169
KARNATAKA,RAICHUR,MAHENDRA KUMAR MITRA,DR. AMBEDKAR PEOPLE'S PARTY,165
KARNATAKA,RAICHUR,K M RANGANATH REDDY,PRABUDDHA REPUBLICAN PARTY,127
KARNATAKA,RAICHUR,TANAJI,INDEPENDENT,103
KARNATAKA,RAICHUR,MAHADEV,INDEPENDENT,89
KARNATAKA,RAICHUR,MIRZA KALEEM BAIG,INDEPENDENT,86
KARNATAKA,RAICHUR,RAMANNA R H J,INDEPENDENT,83
KARNATAKA,RAICHUR,RAMAKRISHNA,INDEPENDENT,79
KARNATAKA,RAICHUR,NONE OF THE ABOVE,NONE OF THE ABOVE,587
KARNATAKA,RAICHUR RURAL,BASANAGOUDA DADDAL,INDIAN NATIONAL CONGRESS,66656
KARNATAKA,RAICHUR RURAL,TIPPARAJU HAWALDAR,BHARATIYA JANATA PARTY,56692
KARNATAKA,RAICHUR RURAL,RAVI KUMAR PATIL,JANATA DAL (SECULAR),34250
KARNATAKA,RAICHUR RURAL,RAMAYYA NAYAKA,ALL INDIA MAHILA EMPOWERMENT PARTY,1273
KARNATAKA,RAICHUR RURAL,HULIGEMMA SHIVARAJ GHANTE,INDEPENDENT,1004
KARNATAKA,RAICHUR RURAL,NONE OF THE ABOVE,NONE OF THE ABOVE,1806
KARNATAKA,AURAD,PRABHU CHAUHAN,BHARATIYA JANATA PARTY,75061
KARNATAKA,AURAD,VIJAYKUMAR,INDIAN NATIONAL CONGRESS,64469
KARNATAKA,AURAD,DHANAJI,JANATA DAL (SECULAR),2605
KARNATAKA,AURAD,ANAND,BHARTIYABAHUJANKRANTI DAL,1233
KARNATAKA,AURAD,PRAMODKUMAR,ALL INDIA MAHILA EMPOWERMENT PARTY,950
KARNATAKA,AURAD,SANTOSH,INDEPENDENT,653
KARNATAKA,AURAD,ROSHAN,SHIVSENA,554
KARNATAKA,AURAD,CHANDAR,INDEPENDENT,553
KARNATAKA,AURAD,DILIPKUMAR,SARVA JANATA PARTY,367
KARNATAKA,AURAD,NONE OF THE ABOVE,NONE OF THE ABOVE,964
KARNATAKA,BHALKI,ESHWAR KHANDRE,INDIAN NATIONAL CONGRESS,84673
KARNATAKA,BHALKI,D K SIDRAM,BHARATIYA JANATA PARTY,63235
KARNATAKA,BHALKI,KHANDRE PRAKASH,JANATA DAL (SECULAR),15142
KARNATAKA,BHALKI,ESHWARAPPA CHAKOTE ADVOCATE,JANATA DAL (UNITED),668
KARNATAKA,BHALKI,VAIJINATH SHAPURE,INDEPENDENT,577
KARNATAKA,BHALKI,BALAJIRAO,INDEPENDENT,468
KARNATAKA,BHALKI,SHARAD,INDEPENDENT,419
KARNATAKA,BHALKI,VENKAT BIRADAR,SHIVSENA,279
KARNATAKA,BHALKI,PUTTARAJ,SAMAJWADI PARTY,210
KARNATAKA,BHALKI,UMESH,INDEPENDENT,186
KARNATAKA,BHALKI,BANSILAL,INDEPENDENT,159
KARNATAKA,BHALKI,NONE OF THE ABOVE,NONE OF THE ABOVE,1042
KARNATAKA,BIDAR,RAHIM KHAN,INDIAN NATIONAL CONGRESS,73270
KARNATAKA,BIDAR,SURAYAKANTH NAGMARPALLI,BHARATIYA JANATA PARTY,63025
KARNATAKA,BIDAR,M MUNIYAPPA,BAHUJAN SAMAJ PARTY,1384
KARNATAKA,BIDAR,KHAYAMUDDIN,NATIONAL DEVELOPMENT PARTY,568
KARNATAKA,BIDAR,MD GULAM ALI,INDEPENDENT,408
KARNATAKA,BIDAR,MOHD NASER KHAN,ALL INDIA MAHILA EMPOWERMENT PARTY,378
KARNATAKA,BIDAR,MALLAPPA,INDEPENDENT,258
KARNATAKA,BIDAR,ABDUL RAZAK,INDEPENDENT,186
KARNATAKA,BIDAR,SWAMIDAS,DR. AMBEDKAR PEOPLE'S PARTY,182
KARNATAKA,BIDAR,ISHWAR KANERI,INDEPENDENT,163
KARNATAKA,BIDAR,SRAVAN,KARUNAADU PARTY,111
KARNATAKA,BIDAR,NONE OF THE ABOVE,NONE OF THE ABOVE,690
KARNATAKA,BIDAR SOUTH,BANDEPPA,JANATA DAL (SECULAR),55107
KARNATAKA,BIDAR SOUTH,DR SHAILENDRA BELDALE,BHARATIYA JANATA PARTY,42365
KARNATAKA,BIDAR SOUTH,ASHOK KHENY,INDIAN NATIONAL CONGRESS,35131
KARNATAKA,BIDAR SOUTH,NAZEER AHMED,WELFARE PARTY OF INDIA,968
KARNATAKA,BIDAR SOUTH,MOHAMMED AZMATH,ALL INDIA MAHILA EMPOWERMENT PARTY,792
KARNATAKA,BIDAR SOUTH,SYED RAHAMATHULLA HUSSAINI,INDEPENDENT,779
KARNATAKA,BIDAR SOUTH,A SALEEM,BHARATIYA PRAJA PAKSHA,690
KARNATAKA,BIDAR SOUTH,SYED RAFIULLA,INDEPENDENT,555
KARNATAKA,BIDAR SOUTH,SHIVRAJ,INDEPENDENT,381
KARNATAKA,BIDAR SOUTH,ABRAHAM T J,INDEPENDENT,345
KARNATAKA,BIDAR SOUTH,RAVINDARKUMAR,INDEPENDENT,312
KARNATAKA,BIDAR SOUTH,NARSAPPA,INDEPENDENT,265
KARNATAKA,BIDAR SOUTH,RAJKUMAR,PYRAMID PARTY OF INDIA,240
KARNATAKA,BIDAR SOUTH,NONE OF THE ABOVE,NONE OF THE ABOVE,957
KARNATAKA,HUMNABAD,RAJSHEKHAR,INDIAN NATIONAL CONGRESS,74945
KARNATAKA,HUMNABAD,SUBHASH,BHARATIYA JANATA PARTY,43131
KARNATAKA,HUMNABAD,M NASEEMODDIN PATEL,JANATA DAL (SECULAR),34280
KARNATAKA,HUMNABAD,ANKUSH,BHARATIYA REPUBLICAN PAKSHA,3644
KARNATAKA,HUMNABAD,ANJUM BEGUM,ALL INDIA MAHILA EMPOWERMENT PARTY,737
KARNATAKA,HUMNABAD,PRASHANT,DR. AMBEDKAR PEOPLE'S PARTY,718
KARNATAKA,HUMNABAD,EKNATH,INDEPENDENT,707
KARNATAKA,HUMNABAD,NONE OF THE ABOVE,NONE OF THE ABOVE,1173
KARNATAKA,BASAVAKALYAN,B. NARAYANRAO,INDIAN NATIONAL CONGRESS,61425
KARNATAKA,BASAVAKALYAN,MALLIKARJUN SON OF SIDRAMAPPA KHUBA,BHARATIYA JANATA PARTY,44153
KARNATAKA,BASAVAKALYAN,P.G.R. SINDHIA,JANATA DAL (SECULAR),31414
KARNATAKA,BASAVAKALYAN,DEEPAK MALGAR,AAM AADMI PARTY,1747
KARNATAKA,BASAVAKALYAN,SHRIMANTHRAO ARJUNRAO,INDEPENDENT,840
KARNATAKA,BASAVAKALYAN,RAM SON OF INDRAJEET,NATIONALIST CONGRESS PARTY,783
KARNATAKA,BASAVAKALYAN,PURUSHOTAM,ALL INDIA MAHILA EMPOWERMENT PARTY,749
KARNATAKA,BASAVAKALYAN,AJINKYA MULAY,BAHUJAN MUKTI PARTY,655
KARNATAKA,BASAVAKALYAN,CHANDRAKANTH GYANOBA RANE,INDEPENDENT,490
KARNATAKA,BASAVAKALYAN,BABU PASHA MOINODDIN,INDEPENDENT,443
KARNATAKA,BASAVAKALYAN,ANIL GURUNATH,BHARTIYABAHUJANKRANTI DAL,441
KARNATAKA,BASAVAKALYAN,VIJAY KUMAR,INDEPENDENT,418
KARNATAKA,BASAVAKALYAN,C. NARAYAN,INDEPENDENT,358
KARNATAKA,BASAVAKALYAN,NONE OF THE ABOVE,NONE OF THE ABOVE,1410
KARNATAKA,ALAND,GUTTEDAR SUBHASH RUKMAYYA,BHARATIYA JANATA PARTY,76815
KARNATAKA,ALAND,B R PATIL,INDIAN NATIONAL CONGRESS,76118
KARNATAKA,ALAND,ARUNKUMAR C PATIL HALLISALGAR,JANATA DAL (UNITED),2213
KARNATAKA,ALAND,SURYAKANT K KORALLI,JANATA DAL (SECULAR),1387
KARNATAKA,ALAND,SWAMI SHIVAYYA,INDEPENDENT,808
KARNATAKA,ALAND,RATNAPPA RAMCHANDRAPPA,INDEPENDENT,393
KARNATAKA,ALAND,AFZAL ANSARI,ALL INDIA MAHILA EMPOWERMENT PARTY,390
KARNATAKA,ALAND,SHARANAPPA BHIMSHA ZALAKE,BHAARATEEYA JANASHAKTHI CONGRESS,388
KARNATAKA,ALAND,KUSHAL CHATTRU RATHOD,NATIONAL DEVELOPMENT PARTY,344
KARNATAKA,ALAND,ANSARI JAHEER,INDEPENDENT,199
KARNATAKA,ALAND,D K KONKATE KERROR,RASHTRIYA SAMAJ PAKSHA,109
KARNATAKA,ALAND,NONE OF THE ABOVE,NONE OF THE ABOVE,1445
KARNATAKA,GULBARGA UTTAR,KANEEZ FATIMA,INDIAN NATIONAL CONGRESS,64311
KARNATAKA,GULBARGA UTTAR,CHANDRAKANT B PATIL (CHANDU PATIL),BHARATIYA JANATA PARTY,58371
KARNATAKA,GULBARGA UTTAR,NASIR HUSSAIN USTAD,JANATA DAL (SECULAR),14422
KARNATAKA,GULBARGA UTTAR,WAHAJ BABA,INDEPENDENT,7166
KARNATAKA,GULBARGA UTTAR,MOHAMMED MOHSIN,SOCIAL DEMOCRATIC PARTY OF INDIA,797
KARNATAKA,GULBARGA UTTAR,MOHD SHAFEE KHASIM PATEL,INDEPENDENT,675
KARNATAKA,GULBARGA UTTAR,SYED IMRAN SYED ABDUL RAHEMAN,INDEPENDENT,450
KARNATAKA,GULBARGA UTTAR,SANJEEVKUMAR KARIKAL,AAM AADMI PARTY,198
KARNATAKA,GULBARGA UTTAR,ABDUL HAMEED DABUR,AKHIL BHARATIYA MUSLIM LEAGUE (SECULAR),188
KARNATAKA,GULBARGA UTTAR,SHAMALA M UDNOOR,INDIAN NEW CONGRESS PARTY,174
KARNATAKA,GULBARGA UTTAR,SAKINA PATEL,ALL INDIA MAHILA EMPOWERMENT PARTY,160
KARNATAKA,GULBARGA UTTAR,JALALUDDIN QADRI,INDEPENDENT,151
KARNATAKA,GULBARGA UTTAR,PRAKASH RATHOD,BHARTIYABAHUJANKRANTI DAL,149
KARNATAKA,GULBARGA UTTAR,RUKUM SHAH,ALL INDIA ULAMA CONGRESS,121
KARNATAKA,GULBARGA UTTAR,ABDUL BASEER,INDEPENDENT,103
KARNATAKA,GULBARGA UTTAR,NONE OF THE ABOVE,NONE OF THE ABOVE,1116
KARNATAKA,GULBARGA DAKSHIN,DATTATRAYA C PATIL REVOOR APPU GOUDA,BHARATIYA JANATA PARTY,64788
KARNATAKA,GULBARGA DAKSHIN,ALLAMPRABHU PATIL,INDIAN NATIONAL CONGRESS,59357
KARNATAKA,GULBARGA DAKSHIN,BASAVARAJ DIGGAVI,JANATA DAL (SECULAR),14359
KARNATAKA,GULBARGA DAKSHIN,SURYAKANT NIMBALKAR,BAHUJAN SAMAJ PARTY,1853
KARNATAKA,GULBARGA DAKSHIN,RIZWAN UR RAHMAN SIDDIQUI,INDEPENDENT,597
KARNATAKA,GULBARGA DAKSHIN,MAQBOOL KHAN HEERAPUR,INDEPENDENT,479
KARNATAKA,GULBARGA DAKSHIN,M S UDANOOR,INDIAN NEW CONGRESS PARTY,288
KARNATAKA,GULBARGA DAKSHIN,PRAHLAD MATMARI,INDEPENDENT,259
KARNATAKA,GULBARGA DAKSHIN,SYED ABDUL BARI,WELFARE PARTY OF INDIA,252
KARNATAKA,GULBARGA DAKSHIN,JAGANNATH M CHAWAN,NATIONAL DEVELOPMENT PARTY,229
KARNATAKA,GULBARGA DAKSHIN,RATNA SUKHJINDER SINGH,ALL INDIA MAHILA EMPOWERMENT PARTY,184
KARNATAKA,GULBARGA DAKSHIN,VIRANNA KORALLI,SHIVSENA,179
KARNATAKA,GULBARGA DAKSHIN,DHARMAVEER S PUJARI,INDEPENDENT,171
KARNATAKA,GULBARGA DAKSHIN,CHANDSAB MAKTUMSAB BHIMALLI,INDEPENDENT,138
KARNATAKA,GULBARGA DAKSHIN,RAMADEVI RAJKUMAR MADGI,SHRAMAJEEVI PARTY,115
KARNATAKA,GULBARGA DAKSHIN,NONE OF THE ABOVE,NONE OF THE ABOVE,1114
KARNATAKA,GULBARGA RURAL,BASAWARAJ MATTIMUD,BHARATIYA JANATA PARTY,61750
KARNATAKA,GULBARGA RURAL,VIJAYKUMAR G RAMAKRISHNA,INDIAN NATIONAL CONGRESS,49364
KARNATAKA,GULBARGA RURAL,REVU NAIK BELAMAGI,JANATA DAL (SECULAR),29538
KARNATAKA,GULBARGA RURAL,AMBALAGA MARUTI MANAPADE,COMMUNIST PARTY OF INDIA (MARXIST),3491
KARNATAKA,GULBARGA RURAL,GIRISH BAILAPPA KAMBANAVAR,INDEPENDENT,2133
KARNATAKA,GULBARGA RURAL,GANAPATH RAO K MANE,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),1044
KARNATAKA,GULBARGA RURAL,SUJATA,ALL INDIA MAHILA EMPOWERMENT PARTY,799
KARNATAKA,GULBARGA RURAL,VIJAY JADHAV,INDEPENDENT,593
KARNATAKA,GULBARGA RURAL,SHIVASHARANAPPA MARUTIRAO,INDEPENDENT,541
KARNATAKA,GULBARGA RURAL,RAMESH BHIMSINGH,INDEPENDENT,482
KARNATAKA,GULBARGA RURAL,SHANKAR JADHAV,BHARATIYA PEOPLES PARTY,431
KARNATAKA,GULBARGA RURAL,MANJUNATH ANNAPPA,INDEPENDENT,394
KARNATAKA,GULBARGA RURAL,BHARATA KUMAR D KUMSI,INDEPENDENT,323
KARNATAKA,GULBARGA RURAL,NONE OF THE ABOVE,NONE OF THE ABOVE,1612
KARNATAKA,CHINCHOLI,DR. UMESH G JADHAV,INDIAN NATIONAL CONGRESS,73905
KARNATAKA,CHINCHOLI,SUNIL Y VALLYAPURE,BHARATIYA JANATA PARTY,54693
KARNATAKA,CHINCHOLI,SUSHILABAI B KORVI,JANATA DAL (SECULAR),1621
KARNATAKA,CHINCHOLI,MITHUN KHEMU RATHOD,INDEPENDENT,391
KARNATAKA,CHINCHOLI,VIJAYLAXMI LAXMAN OMKAR,ALL INDIA MAHILA EMPOWERMENT PARTY,317
KARNATAKA,CHINCHOLI,BASAVARAJ ANWARKAR,INDEPENDENT,246
KARNATAKA,CHINCHOLI,GOUTAM MANIK MORE,NAMMA CONGRESS,233
KARNATAKA,CHINCHOLI,BASAWARAJ M WADI,INDIAN NEW CONGRESS PARTY,185
KARNATAKA,CHINCHOLI,SRIKANT MANIKRAO,DR. AMBEDKAR PEOPLE'S PARTY,176
KARNATAKA,CHINCHOLI,SHANKAR JADHAV,BHARATIYA PEOPLES PARTY,149
KARNATAKA,CHINCHOLI,NONE OF THE ABOVE,NONE OF THE ABOVE,1082
KARNATAKA,SEDAM,RAJKUMAR PATIL,BHARATIYA JANATA PARTY,80668
KARNATAKA,SEDAM,DR. SHARAN PRAKASH RUDRAPPA PATIL,INDIAN NATIONAL CONGRESS,73468
KARNATAKA,SEDAM,SUNITA MAHANTESH TALAWAR MALKHED,JANATA DAL (SECULAR),2075
KARNATAKA,SEDAM,REKHA DAYANAND HULASAGUD,ALL INDIA MAHILA EMPOWERMENT PARTY,1099
KARNATAKA,SEDAM,NONE OF THE ABOVE,NONE OF THE ABOVE,1260
KARNATAKA,CHITTAPUR,PRIYANK KHARGE,INDIAN NATIONAL CONGRESS,69700
KARNATAKA,CHITTAPUR,VALMIK NAIK,BHARATIYA JANATA PARTY,65307
KARNATAKA,CHITTAPUR,DEVARAJA V K,BAHUJAN SAMAJ PARTY,1218
KARNATAKA,CHITTAPUR,RAJU HADNOOR,ALL INDIA MAHILA EMPOWERMENT PARTY,1136
KARNATAKA,CHITTAPUR,SABANNA B DODDAMNI,INDEPENDENT,615
KARNATAKA,CHITTAPUR,SHANKAR CHAWAN,INDEPENDENT,612
KARNATAKA,CHITTAPUR,VINOD ANNA,INDEPENDENT,418
KARNATAKA,CHITTAPUR,RUKKAPPA K LEADER,INDEPENDENT,311
KARNATAKA,CHITTAPUR,NONE OF THE ABOVE,NONE OF THE ABOVE,1052
