STATE,CONSTITUENCY,CANDIDATE,PARTY,VOTES
KARNATAKA,DASARAHALLI,N.PRATHAP SIMHA,COMMUNIST PARTY OF INDIA (MARXIST),1674
KARNATAKA,DASARAHALLI,LOKESH GOWDA. V,INDEPENDENT,809
KARNATAKA,DASARAHALLI,DOMINIC SAVIO G,KANNADA PAKSHA,473
KARNATAKA,DASARAHALLI,DHANANJAYA . L . GOWDA,KARNATAKA PRAGNYAVANTHA JANATHA PARTY,462
KARNATAKA,DASARAHALLI,SHAMBHULINGE GOWDA (GANDHI VADI),INDEPENDENT,308
KARNATAKA,DASARAHALLI,MANJUNATH B.R,INDEPENDENT,238
KARNATAKA,DASARAHALLI,M RAJANNA,INDEPENDENT,228
KARNATAKA,DASARAHALLI,SARAVANA . V,INDEPENDENT,214
KARNATAKA,DASARAHALLI,ASHWINI.C,INDEPENDENT,213
KARNATAKA,DASARAHALLI,DR. N. NITHYANANDA,JANATA DAL (UNITED),193
KARNATAKA,DASARAHALLI,KIRAN. C. H,INDEPENDENT,178
KARNATAKA,DASARAHALLI,NAGARAJU,INDEPENDENT,160
KARNATAKA,DASARAHALLI,NONE OF THE ABOVE,NONE OF THE ABOVE,2011
KARNATAKA,YESHVANTHAPURA,S.T SOMASHEKHAR,INDIAN NATIONAL CONGRESS,115273
KARNATAKA,YESHVANTHAPURA,T N JAVARAYI GOWDA,JANATA DAL (SECULAR),104562
KARNATAKA,YESHVANTHAPURA,JAGGESH,BHARATIYA JANATA PARTY,59308
KARNATAKA,YESHVANTHAPURA,SHASHIDHAR C,INDEPENDENT,1124
KARNATAKA,YESHVANTHAPURA,SHAMBULINGE GOWDA,INDEPENDENT,1082
KARNATAKA,YESHVANTHAPURA,ASHOK B,RASHTRIYA MANAV VIKAS PARTY,829
KARNATAKA,YESHVANTHAPURA,VENUGOPAL M N,INDEPENDENT,609
KARNATAKA,YESHVANTHAPURA,K M MAHADEVA,INDEPENDENT,502
KARNATAKA,YESHVANTHAPURA,BEERESH. N,INDEPENDENT,411
KARNATAKA,YESHVANTHAPURA,NAGARAJU C R,INDEPENDENT,396
KARNATAKA,YESHVANTHAPURA,NIRMALA M,COMMUNIST PARTY OF INDIA (MARXIST-LENINIST) (LIBERATION),302
KARNATAKA,YESHVANTHAPURA,SEETARAMU G V,INDEPENDENT,220
KARNATAKA,YESHVANTHAPURA,NAGARATHNA,INDEPENDENT,214
KARNATAKA,YESHVANTHAPURA,B R PRAVEEN KUMAR,KARNATAKA PRAGNYAVANTHA JANATHA PARTY,177
KARNATAKA,YESHVANTHAPURA,CHAITHANYA T S,INDEPENDENT,142
KARNATAKA,YESHVANTHAPURA,M U VENKATESHAIAH,SHIVSENA,141
KARNATAKA,YESHVANTHAPURA,BHAGYAMMA,REPUBLICAN SENA,134
KARNATAKA,YESHVANTHAPURA,SARASHWATHI,RANI CHENNAMMA PARTY,119
KARNATAKA,YESHVANTHAPURA,H GOPALAKRISHNA RAO,INDEPENDENT,113
KARNATAKA,YESHVANTHAPURA,MURALI H,BHARATIYA PRAJAGALA KALYANA PAKSHA,94
KARNATAKA,YESHVANTHAPURA,NONE OF THE ABOVE,NONE OF THE ABOVE,1453
KARNATAKA,BYATARAYANAPURA,KRISHNA BYREGOWDA,INDIAN NATIONAL CONGRESS,114964
KARNATAKA,BYATARAYANAPURA,A RAVI,BHARATIYA JANATA PARTY,109293
KARNATAKA,BYATARAYANAPURA,CHANDRA T G,JANATA DAL (SECULAR),22490
KARNATAKA,BYATARAYANAPURA,M RAMESH,INDEPENDENT,860
KARNATAKA,BYATARAYANAPURA,K RAMESH,INDEPENDENT,688
KARNATAKA,BYATARAYANAPURA,EZAZ PASHA,AMBEDKAR NATIONAL CONGRESS,556
KARNATAKA,BYATARAYANAPURA,RAVI PADASALAGI,INDEPENDENT,554
KARNATAKA,BYATARAYANAPURA,D RAVIKUMAR,INDEPENDENT,339
KARNATAKA,BYATARAYANAPURA,SHAIK WASIM AHMED,BHAARATEEYA JANASHAKTHI CONGRESS,304
KARNATAKA,BYATARAYANAPURA,JEELANI FATHIMA,ALL INDIA MAHILA EMPOWERMENT PARTY,290
KARNATAKA,BYATARAYANAPURA,BASAVARAJ MADIVALAR,INDEPENDENT,236
KARNATAKA,BYATARAYANAPURA,J MAHENDRANATHAN,INDEPENDENT,206
KARNATAKA,BYATARAYANAPURA,NARENDRA KUMAR,INDEPENDENT,172
KARNATAKA,BYATARAYANAPURA,SHESHAGIRI K,REPUBLICAN SENA,136
KARNATAKA,BYATARAYANAPURA,RAMESHA R,RASHTRIYA MANAV VIKAS PARTY,111
KARNATAKA,BYATARAYANAPURA,T S PRATHAP KUMAR,INDEPENDENT,102
KARNATAKA,BYATARAYANAPURA,NAZIR AHMED,INDEPENDENT,98
KARNATAKA,BYATARAYANAPURA,SAYED SUHEL BASHA,DR. AMBEDKAR PEOPLE'S PARTY,80
KARNATAKA,BYATARAYANAPURA,ABDUL KHADEER,INDEPENDENT,76
KARNATAKA,BYATARAYANAPURA,NONE OF THE ABOVE,NONE OF THE ABOVE,2154
KARNATAKA,K.R.PURA,B.A.BASAVARAJA,INDIAN NATIONAL CONGRESS,135404
KARNATAKA,K.R.PURA,N.S.NANDIESHA REDDY,BHARATIYA JANATA PARTY,102675
KARNATAKA,K.R.PURA,D.A.GOPALA,JANATA DAL (SECULAR),6578
KARNATAKA,K.R.PURA,GOPALA GOWDA H N,COMMUNIST PARTY OF INDIA (MARXIST),1108
KARNATAKA,K.R.PURA,PVKN LINGARAJ URS,AAM AADMI PARTY,1103
KARNATAKA,K.R.PURA,RAJAKUMAR.K.T,INDEPENDENT,791
KARNATAKA,K.R.PURA,VENKATESASETTY,INDEPENDENT,546
KARNATAKA,K.R.PURA,P P APPANNA,COMMUNIST PARTY OF INDIA (MARXIST-LENINIST) (LIBERATION),535
KARNATAKA,K.R.PURA,S VENKATESH,INDEPENDENT,398
KARNATAKA,K.R.PURA,K MANJUNATH,INDEPENDENT,389
KARNATAKA,K.R.PURA,LAKSHMI RAMAIAH SHETTY,BHAARATEEYA JANASHAKTHI CONGRESS,336
KARNATAKA,K.R.PURA,B.S.NARENDRABABU,INDEPENDENT,302
KARNATAKA,K.R.PURA,SYED TASEEN,ALL INDIA MAHILA EMPOWERMENT PARTY,196
KARNATAKA,K.R.PURA,S GEETHA,REPUBLICAN SENA,191
KARNATAKA,K.R.PURA,H P MANJUNATHA REDDY,INDEPENDENT,183
KARNATAKA,K.R.PURA,PARVATHAMMA,INDEPENDENT,180
KARNATAKA,K.R.PURA,SYED AFZAL HUSSAIN,INDEPENDENT,147
KARNATAKA,K.R.PURA,PRAKASH M,INDEPENDENT,134
KARNATAKA,K.R.PURA,RAMAKRISHNA L,RASHTRIYA MANAV VIKAS PARTY,127
KARNATAKA,K.R.PURA,DASHARATHA RANAPPA TEGNOOR,INDEPENDENT,115
KARNATAKA,K.R.PURA,ERUDIARAJ.J,INDEPENDENT,92
KARNATAKA,K.R.PURA,NONE OF THE ABOVE,NONE OF THE ABOVE,2464
KARNATAKA,YELAHANKA,S.R.VISHWANATH,BHARATIYA JANATA PARTY,120110
KARNATAKA,YELAHANKA,A M HANUMANTHEGOWDA,JANATA DAL (SECULAR),77607
KARNATAKA,YELAHANKA,M N GOPALAKRISHNA,INDIAN NATIONAL CONGRESS,41449
KARNATAKA,YELAHANKA,H MARAPPA,PRAJA PARIVARTAN PARTY,914
KARNATAKA,YELAHANKA,HANUMANTHEGOWDA H A,INDEPENDENT,547
KARNATAKA,YELAHANKA,UMESH B,RASHTRIYA MANAV VIKAS PARTY,463
KARNATAKA,YELAHANKA,KRISHNA MURTHY L S,INDEPENDENT,416
KARNATAKA,YELAHANKA,DR.K.S.SWAMY,INDEPENDENT,393
KARNATAKA,YELAHANKA,SYED NADEEM S,ALL INDIA MAHILA EMPOWERMENT PARTY,342
KARNATAKA,YELAHANKA,NARAYANASWAMY M,INDEPENDENT,264
KARNATAKA,YELAHANKA,N.RAMAKRISHNAPPA,KARNATAKA JANTHA PAKSHA,227
KARNATAKA,YELAHANKA,H K GOPALA KRISHNA,INDEPENDENT,215
KARNATAKA,YELAHANKA,SYED NIJAM @ NIZAMUDDIN SHAH KHADRI,FEDERAL CONGRESS OF INDIA,137
KARNATAKA,YELAHANKA,NONE OF THE ABOVE,NONE OF THE ABOVE,2051
KARNATAKA,MALUR,K.Y. NANJEGOWDA,INDIAN NATIONAL CONGRESS,75677
KARNATAKA,MALUR,K.S.MANJUNATH GOWDA,JANATA DAL (SECULAR),57762
KARNATAKA,MALUR,ES.EN.KRISSHNAIAH SETTY MALUR,BHARATIYA JANATA PARTY,23889
KARNATAKA,MALUR,K.GOPALAPPA,INDIAN NEW CONGRESS PARTY,1291
KARNATAKA,MALUR,AMARANATHA.K,AKHIL BHARAT HINDU MAHASABHA,454
KARNATAKA,MALUR,B.M.MANJUNATHA,INDEPENDENT,439
KARNATAKA,MALUR,RAVIKUMAR (M.G.R),AMBEDKARITE PARTY OF INDIA,232
KARNATAKA,MALUR,SRINIVASA.N,INDEPENDENT,232
KARNATAKA,MALUR,MANJUNATHA,INDEPENDENT,229
KARNATAKA,MALUR,N.DEVANANDABABU,INDEPENDENT,207
KARNATAKA,MALUR,H.M.KRISHNAIAH SHETTY,INDEPENDENT,149
KARNATAKA,MALUR,C. THAMMAPPA,SAMAJWADI PARTY,105
KARNATAKA,MALUR,NONE OF THE ABOVE,NONE OF THE ABOVE,696
KARNATAKA,KOLAR,K.SRINIVASA GOWDA,JANATA DAL (SECULAR),82788
KARNATAKA,KOLAR,SYED ZAMEER PASHA,INDIAN NATIONAL CONGRESS,38537
KARNATAKA,KOLAR,R VARTHUR PRAKASH,NAMMA CONGRESS,35544
KARNATAKA,KOLAR,R.VENKATACHALAPATHI (OM SHAKTHI CHALAPATHI),BHARATIYA JANATA PARTY,12458
KARNATAKA,KOLAR,GOWRAMMA,INDEPENDENT,2085
KARNATAKA,KOLAR,SRINIVASA,INDEPENDENT,1266
KARNATAKA,KOLAR,SRINIVAS GOWDA,INDEPENDENT,559
KARNATAKA,KOLAR,K.SRINIVASA GOWDA,INDEPENDENT,530
KARNATAKA,KOLAR,A.ANANDA KUMAR,RASHTRIYA MANAV VIKAS PARTY,516
KARNATAKA,KOLAR,N.PRAKASHA,INDEPENDENT,460
KARNATAKA,KOLAR,DR. M. VENKATA SWAMY,REPUBLICAN PARTY OF INDIA (A),435
KARNATAKA,KOLAR,M.RAVI,INDEPENDENT,409
KARNATAKA,KOLAR,KADAHALLI .R.SHASHIKUMAR,INDEPENDENT,372
KARNATAKA,KOLAR,AMJAD PASHA.N.,INDEPENDENT,371
KARNATAKA,KOLAR,MANJULA,INDEPENDENT,323
KARNATAKA,KOLAR,TANVEER AHMED,ALL INDIA MAHILA EMPOWERMENT PARTY,311
KARNATAKA,KOLAR,SREERAMA,INDEPENDENT,293
KARNATAKA,KOLAR,K.R.S. SUDHAKAR GOWDA.R,JANATA DAL (UNITED),202
KARNATAKA,KOLAR,PRAKASH,INDEPENDENT,176
KARNATAKA,KOLAR,AMJAD PASHA,INDEPENDENT,146
KARNATAKA,KOLAR,B.ANANDA REDDY,INDEPENDENT,126
KARNATAKA,KOLAR,NONE OF THE ABOVE,NONE OF THE ABOVE,1195
KARNATAKA,BANGARAPET,S.N.NARAYANASWAMY K.M,INDIAN NATIONAL CONGRESS,70871
KARNATAKA,BANGARAPET,M.MALLESH BABU,JANATA DAL (SECULAR),49300
KARNATAKA,BANGARAPET,VENKATAMUNIYAPPA B.P.,BHARATIYA JANATA PARTY,33555
KARNATAKA,BANGARAPET,G.CHIKKANARAYANA,REPUBLICAN SENA,404
KARNATAKA,BANGARAPET,C.VENKATESHAPPA,INDEPENDENT,354
KARNATAKA,BANGARAPET,K.M RAMAKRISHNAPPA,INDEPENDENT,313
KARNATAKA,BANGARAPET,SRINIVASA,ALL INDIA MAHILA EMPOWERMENT PARTY,312
KARNATAKA,BANGARAPET,M.NARAYANASWAMY,INDEPENDENT,299
KARNATAKA,BANGARAPET,VENKATESH,INDEPENDENT,169
KARNATAKA,BANGARAPET,R.RAJENDRA,INDEPENDENT,150
KARNATAKA,BANGARAPET,NONE OF THE ABOVE,NONE OF THE ABOVE,1127
KARNATAKA,KOLAR GOLD FIELD,ROOPAKALA.M,INDIAN NATIONAL CONGRESS,71151
KARNATAKA,KOLAR GOLD FIELD,ASHWINI SAMPANGI,BHARATIYA JANATA PARTY,30324
KARNATAKA,KOLAR GOLD FIELD,S.RAJENDRAN,REPUBLICAN PARTY OF INDIA,20393
KARNATAKA,KOLAR GOLD FIELD,M.BACKTHAVACHALAM,JANATA DAL (SECULAR),8976
KARNATAKA,KOLAR GOLD FIELD,THANGARAJ.P,COMMUNIST PARTY OF INDIA (MARXIST),1746
KARNATAKA,KOLAR GOLD FIELD,V.MUNISWAMY,KARNATAKA PRAGNYAVANTHA JANATHA PARTY,1259
KARNATAKA,KOLAR GOLD FIELD,ANBU.M,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,1024
KARNATAKA,KOLAR GOLD FIELD,V.RAJAPPA,ALL INDIA MAHILA EMPOWERMENT PARTY,702
KARNATAKA,KOLAR GOLD FIELD,VENKATESH BABU R,INDEPENDENT,546
KARNATAKA,KOLAR GOLD FIELD,C.N.ARUN PRASAD,NAMMA CONGRESS,416
KARNATAKA,KOLAR GOLD FIELD,S.SIVALINGAM,BHARATIYA REPUBLICAN PAKSHA,320
KARNATAKA,KOLAR GOLD FIELD,KULASEGAR.M,INDEPENDENT,240
KARNATAKA,KOLAR GOLD FIELD,S.MUNIYAPPA,INDEPENDENT,233
KARNATAKA,KOLAR GOLD FIELD,G.LALITHA,INDEPENDENT,230
KARNATAKA,KOLAR GOLD FIELD,MURUGESH.C,REPUBLICAN SENA,134
KARNATAKA,KOLAR GOLD FIELD,J.D.ELANGOVAN,INDEPENDENT,125
KARNATAKA,KOLAR GOLD FIELD,NONE OF THE ABOVE,NONE OF THE ABOVE,1750
KARNATAKA,MULBAGAL,H.NAGESH,INDEPENDENT,74213
KARNATAKA,MULBAGAL,SAMRUDDHI MANJUNATH,JANATA DAL (SECULAR),67498
KARNATAKA,MULBAGAL,AMARESH,BHARATIYA JANATA PARTY,8411
KARNATAKA,MULBAGAL,V.MARAPPA,INDEPENDENT,1009
KARNATAKA,MULBAGAL,K.NAGARAJU,INDEPENDENT,1001
KARNATAKA,MULBAGAL,P.NATARAJA,INDEPENDENT,889
KARNATAKA,MULBAGAL,T.M.NARAYANASWAMY,INDEPENDENT,757
KARNATAKA,MULBAGAL,M.K.CHANDRAKALA,ALL INDIA MAHILA EMPOWERMENT PARTY,695
KARNATAKA,MULBAGAL,N.MANJUNATHA,INDEPENDENT,667
KARNATAKA,MULBAGAL,G.C.RAMAPPA,INDEPENDENT,585
KARNATAKA,MULBAGAL,BYRAPPA,INDEPENDENT,556
KARNATAKA,MULBAGAL,M.NARAYANAPPA,INDEPENDENT,554
KARNATAKA,MULBAGAL,K.H.VENKATARAMA,INDEPENDENT,516
KARNATAKA,MULBAGAL,VENKATARAMAPPA,INDEPENDENT,502
KARNATAKA,MULBAGAL,M.ARAVINDA,INDEPENDENT,496
KARNATAKA,MULBAGAL,KEELUHOLALI SATHISH,INDEPENDENT,484
KARNATAKA,MULBAGAL,T.R.SHEKAR,INDEPENDENT,384
KARNATAKA,MULBAGAL,V.RAVIKUMAR,AMBEDKAR SAMAJ PARTY,378
KARNATAKA,MULBAGAL,T.V.BALAKRISHNA,INDEPENDENT,367
KARNATAKA,MULBAGAL,D.VENKATARAVANAPPA,INDEPENDENT,306
KARNATAKA,MULBAGAL,T.R.MANJUNATHA,INDEPENDENT,304
KARNATAKA,MULBAGAL,VENKATARAVANAPPA.G,INDEPENDENT,303
KARNATAKA,MULBAGAL,V.ADINARAYANA,INDEPENDENT,295
KARNATAKA,MULBAGAL,M.AMARANATHA,INDEPENDENT,291
KARNATAKA,MULBAGAL,A.RAJESH,INDEPENDENT,287
KARNATAKA,MULBAGAL,V.SRINIVASA,INDEPENDENT,237
KARNATAKA,MULBAGAL,G.SRINIVAS(MECHANIC),INDEPENDENT,223
KARNATAKA,MULBAGAL,S.MANJUNATHA,INDEPENDENT,203
KARNATAKA,MULBAGAL,P.RAMACHANDRAPPA,INDEPENDENT,197
KARNATAKA,MULBAGAL,K.V.RAJENDRA,INDEPENDENT,188
KARNATAKA,MULBAGAL,V.CHANDRAPPA,INDEPENDENT,186
KARNATAKA,MULBAGAL,C.V.GOPAL,INDEPENDENT,129
KARNATAKA,MULBAGAL,R.SRIDHAR,INDEPENDENT,117
KARNATAKA,MULBAGAL,V.LAKSHMINARAYANA,INDEPENDENT,115
KARNATAKA,MULBAGAL,P.VENKATESHAPPA,INDEPENDENT,104
KARNATAKA,MULBAGAL,SUBRAMANI,INDEPENDENT,104
KARNATAKA,MULBAGAL,HARENDRA V,INDEPENDENT,102
KARNATAKA,MULBAGAL,SURESHA N,INDEPENDENT,101
KARNATAKA,MULBAGAL,SARALA.M,INDEPENDENT,90
KARNATAKA,MULBAGAL,NONE OF THE ABOVE,NONE OF THE ABOVE,646
KARNATAKA,SRINIVASPUR,K R RAMESH KUMAR,INDIAN NATIONAL CONGRESS,93571
KARNATAKA,SRINIVASPUR,G K VENKATASHIVAREDDY,JANATA DAL (SECULAR),83019
KARNATAKA,SRINIVASPUR,DR VENU GOPAL K N,BHARATIYA JANATA PARTY,4208
KARNATAKA,SRINIVASPUR,G.K.VENKATASHIVAREDDY,INDEPENDENT,837
KARNATAKA,SRINIVASPUR,P R SURYA NARAYANA SWAMI,COMMUNIST PARTY OF INDIA (MARXIST),784
KARNATAKA,SRINIVASPUR,VENKATASHIVAREDDY,INDEPENDENT,493
KARNATAKA,SRINIVASPUR,K.SRINIVASAGOWDA,INDEPENDENT,329
KARNATAKA,SRINIVASPUR,SATHYA ARUNDATHI,REPUBLICAN SENA,145
KARNATAKA,SRINIVASPUR,RAMESHBABU,INDEPENDENT,134
KARNATAKA,SRINIVASPUR,A V RAMESH KUMAR,INDEPENDENT,106
KARNATAKA,SRINIVASPUR,SANDEEP M.G,ALL INDIA MAHILA EMPOWERMENT PARTY,97
KARNATAKA,SRINIVASPUR,S RAMESHKUMAR,INDEPENDENT,96
KARNATAKA,SRINIVASPUR,NONE OF THE ABOVE,NONE OF THE ABOVE,689
KARNATAKA,CHINTAMANI,J K KRISHNA REDDY,JANATA DAL (SECULAR),87753
KARNATAKA,CHINTAMANI,DR.M.C SUDHAKAR,BHARATIYA PRAJA PAKSHA,82080
KARNATAKA,CHINTAMANI,VANI KRISHNAREDDY,INDIAN NATIONAL CONGRESS,2233
KARNATAKA,CHINTAMANI,NAA SHANKAR,BHARATIYA JANATA PARTY,1961
KARNATAKA,CHINTAMANI,N.R SUDHAKAR,INDEPENDENT,1425
KARNATAKA,CHINTAMANI,T.C VENKATESHREDDY,INDEPENDENT,794
KARNATAKA,CHINTAMANI,SRINATHA. L.V,DR. AMBEDKAR PEOPLE'S PARTY,784
KARNATAKA,CHINTAMANI,BHASKAR ANKALAMADUGU SHIVAREDDY,INDEPENDENT,384
KARNATAKA,CHINTAMANI,SURESH Y.N,RASHTRIYA MANAV VIKAS PARTY,357
KARNATAKA,CHINTAMANI,M. SUDHAKAR,INDEPENDENT,286
KARNATAKA,CHINTAMANI,G.S SHUBHASH,INDEPENDENT,276
KARNATAKA,CHINTAMANI,SUDHAKARAREDDY K.V,INDEPENDENT,227
KARNATAKA,CHINTAMANI,KRISHNAREDDY,INDEPENDENT,220
KARNATAKA,CHINTAMANI,DR.S. RACHANA,INDEPENDENT,192
KARNATAKA,CHINTAMANI,SYED ALEEM PASHA,AMBEDKAR NATIONAL CONGRESS,150
KARNATAKA,CHINTAMANI,GHOUSE KHAN,ALL INDIA MAHILA EMPOWERMENT PARTY,126
KARNATAKA,CHINTAMANI,T.S SUDHAKARAREDDY,INDEPENDENT,126
KARNATAKA,CHINTAMANI,KRISHNA REDDY .M,INDEPENDENT,122
KARNATAKA,CHINTAMANI,JAMEER PASHA,AMBEDKAR SAMAJ PARTY,119
KARNATAKA,CHINTAMANI,SYED AYUB,FEDERAL CONGRESS OF INDIA,108
KARNATAKA,CHINTAMANI,R. SUDHAKAR,INDEPENDENT,88
KARNATAKA,CHINTAMANI,M. KRISHNA REDDY,INDEPENDENT,66
KARNATAKA,CHINTAMANI,NONE OF THE ABOVE,NONE OF THE ABOVE,877
KARNATAKA,SIDLAGHATTA,V. MUNIYAPPA,INDIAN NATIONAL CONGRESS,76240
KARNATAKA,SIDLAGHATTA,B.N. RAVIKUMAR,JANATA DAL (SECULAR),66531
KARNATAKA,SIDLAGHATTA,ANJINAPPA (PUTTU),INDEPENDENT,10986
KARNATAKA,SIDLAGHATTA,M .RAJANNA,INDEPENDENT,8593
KARNATAKA,SIDLAGHATTA,SURESH.H.,BHARATIYA JANATA PARTY,3596
KARNATAKA,SIDLAGHATTA,B.S.MOULA JAAN,AMBEDKAR NATIONAL CONGRESS,1081
KARNATAKA,SIDLAGHATTA,S.N. RAVIKUMAR,INDEPENDENT,752
KARNATAKA,SIDLAGHATTA,VENKATESHAPPA,REPUBLICAN SENA,290
KARNATAKA,SIDLAGHATTA,M. NARAYANASWAMY,JAI BHARATH JENA SENA PARTY,282
KARNATAKA,SIDLAGHATTA,WISDOM NAGARAJ,INDEPENDENT,220
KARNATAKA,SIDLAGHATTA,K.V. YAMEGOWDA,ALL INDIA MAHILA EMPOWERMENT PARTY,207
KARNATAKA,SIDLAGHATTA,MOHAMMED ISMAIL,SAMAJWADI PARTY,202
KARNATAKA,SIDLAGHATTA,R. MOHAN,INDEPENDENT,159
KARNATAKA,SIDLAGHATTA,Y.N. GANGADHARA,INDEPENDENT,125
KARNATAKA,SIDLAGHATTA,BYAREGOWDA VENKATASHAMI,INDEPENDENT,100
KARNATAKA,SIDLAGHATTA,NONE OF THE ABOVE,NONE OF THE ABOVE,958
KARNATAKA,CHIKKABALLAPUR,DR. K. SUDHAKAR,INDIAN NATIONAL CONGRESS,82006
KARNATAKA,CHIKKABALLAPUR,K.P.BACHEGOWDA,JANATA DAL (SECULAR),51575
KARNATAKA,CHIKKABALLAPUR,NAVEEN KIRAN K.V.,INDEPENDENT,29433
KARNATAKA,CHIKKABALLAPUR,DR. G.V. MANJUNATHA,BHARATIYA JANATA PARTY,5576
KARNATAKA,CHIKKABALLAPUR,N NARASIMHAMURTHY B.E.,KANNADA PAKSHA,1830
KARNATAKA,CHIKKABALLAPUR,ASHOKA.M.B,AMBEDKAR SAMAJ PARTY,851
KARNATAKA,CHIKKABALLAPUR,NAVEEN KUMAR,INDEPENDENT,369
KARNATAKA,CHIKKABALLAPUR,SUDHAKAR,INDEPENDENT,285
KARNATAKA,CHIKKABALLAPUR,S.N.TABASSUM,ALL INDIA MAHILA EMPOWERMENT PARTY,232
KARNATAKA,CHIKKABALLAPUR,SUDHAKAR,INDEPENDENT,226
KARNATAKA,CHIKKABALLAPUR,NAVEEN KUMAR G.,INDEPENDENT,198
KARNATAKA,CHIKKABALLAPUR,SUDHAKARA,INDEPENDENT,172
KARNATAKA,CHIKKABALLAPUR,NONE OF THE ABOVE,NONE OF THE ABOVE,714
KARNATAKA,BAGEPALLI,S.N. SUBBAREDDY(CHINNAKAYALAPALLI),INDIAN NATIONAL CONGRESS,65710
KARNATAKA,BAGEPALLI,G.V. SREERAMAREDDY,COMMUNIST PARTY OF INDIA (MARXIST),51697
KARNATAKA,BAGEPALLI,DR. C. R. MANOHAR,JANATA DAL (SECULAR),38302
KARNATAKA,BAGEPALLI,SAIKUMAR. P.,BHARATIYA JANATA PARTY,4140
KARNATAKA,BAGEPALLI,TAHSEEN TAJ,SAMAJWADI PARTY,851
KARNATAKA,BAGEPALLI,GUNJURU R SRINIVASAREDDY,INDEPENDENT,845
KARNATAKA,BAGEPALLI,A. N. NARENDRA MELINA APPIREEDY HALLI,INDEPENDENT,720
KARNATAKA,BAGEPALLI,T. S .SOMASHEKAR,INDEPENDENT,424
KARNATAKA,BAGEPALLI,T. RAMAPPA,INDEPENDENT,300
KARNATAKA,BAGEPALLI,R. MUNIRAJU.,SAMANYA JANATHA PARTY (LOKTANTRIK),190
KARNATAKA,BAGEPALLI,UTTAMKUMAR. V,INDEPENDENT,155
KARNATAKA,BAGEPALLI,V. NARASIMHAMURTHY,LOK AWAZ DAL,141
KARNATAKA,BAGEPALLI,S. N. GOVINDAREDDY.,INDEPENDENT,133
KARNATAKA,BAGEPALLI,H. N. RAMAKRISHNA REDDY,PYRAMID PARTY OF INDIA,126
KARNATAKA,BAGEPALLI,B. A. BABAJAN,ALL INDIA MAHILA EMPOWERMENT PARTY,114
KARNATAKA,BAGEPALLI,NONE OF THE ABOVE,NONE OF THE ABOVE,680
KARNATAKA,GAURIBIDANUR,N.H.SHIVASHANKARA REDDY,INDIAN NATIONAL CONGRESS,69000
KARNATAKA,GAURIBIDANUR,C.R.NARASIMHAMURTHY,JANATA DAL (SECULAR),59832
KARNATAKA,GAURIBIDANUR,K.JAIPAL REDDY,BHARATIYA JANATA PARTY,34759
KARNATAKA,GAURIBIDANUR,N.R.RAVICHANDRAREDDY,COMMUNIST PARTY OF INDIA (MARXIST),1095
KARNATAKA,GAURIBIDANUR,ANANTHA.G. (P.T.MASTER),REPUBLICAN PARTY OF INDIA (A),731
KARNATAKA,GAURIBIDANUR,V.C.SACHIDANANDAMURTHY,BHAARATEEYA JANASHAKTHI CONGRESS,600
KARNATAKA,GAURIBIDANUR,N.HANUMANTHANAYAKA,INDEPENDENT,453
KARNATAKA,GAURIBIDANUR,G.R.MOHAN KUMAR,INDEPENDENT,325
KARNATAKA,GAURIBIDANUR,YOGEESHA. H.V.,ALL INDIA MAHILA EMPOWERMENT PARTY,314
KARNATAKA,GAURIBIDANUR,G.N.RAVI,INDEPENDENT,234
KARNATAKA,GAURIBIDANUR,D.PALYA. KHADAR SUBHAN KHAN,SAMAJWADI PARTY,192
KARNATAKA,GAURIBIDANUR,AMJAD KHAN (NADIM),INDEPENDENT,190
KARNATAKA,GAURIBIDANUR,DEVAKI. B.A.,PYRAMID PARTY OF INDIA,161
KARNATAKA,GAURIBIDANUR,NONE OF THE ABOVE,NONE OF THE ABOVE,784
KARNATAKA,MADHUGIRI,M.V. VEERABHADRAIAH,JANATA DAL (SECULAR),88521
KARNATAKA,MADHUGIRI,KYATHASANDRA N.RAJANNA,INDIAN NATIONAL CONGRESS,69947
KARNATAKA,MADHUGIRI,RAMESH REDDY S.E.,BHARATIYA JANATA PARTY,2911
KARNATAKA,MADHUGIRI,VEERABHADRESHAIAH,INDEPENDENT,1532
KARNATAKA,MADHUGIRI,MUJEEBUR REHMAN,ALL INDIA MAHILA EMPOWERMENT PARTY,740
KARNATAKA,MADHUGIRI,SRINIVASA,INDEPENDENT,486
KARNATAKA,MADHUGIRI,K.R.RAJANNA,INDEPENDENT,417
KARNATAKA,MADHUGIRI,RAGHAVENDRA S.V.,SAMAJWADI PARTY,175
KARNATAKA,MADHUGIRI,MARUTHI G.H.,INDEPENDENT,165
KARNATAKA,MADHUGIRI,UDAYA KUMARA,INDEPENDENT,158
KARNATAKA,MADHUGIRI,K.C.CHOWDAPPA KABATHANAHALLY,INDEPENDENT,155
KARNATAKA,MADHUGIRI,SYED MUZAMIL PASHA,KARNATAKA PRAGNYAVANTHA JANATHA PARTY,133
KARNATAKA,MADHUGIRI,LEADER BHASKAR,INDEPENDENT,100
KARNATAKA,MADHUGIRI,B.M.CHOLARAJU ADVOCATE (B.M.C.RAJU),INDEPENDENT,97
KARNATAKA,MADHUGIRI,BALARAMA S T,INDEPENDENT,95
